Gene name	Human gene name
Pramel15	PRAMEF2
Pramel15	PRAMEF9
Pramel15	PRAMEF26
Pramel15	PRAMEF17
Pramel15	PRAMEF19
Pramel15	PRAMEF6
Pramel15	PRAMEF20
Pramel15	PRAMEF18
Pramel15	PRAMEF10
Pramel15	PRAMEF8
Pramel15	PRAMEF1
Pramel15	PRAMEF12
Pramel15	PRAMEF25
Pramel15	PRAMEF14
Pramel15	PRAMEF4
Pramel15	PRAMEF11
Pramel15	PRAMEF7
Pramel15	PRAMEF13
Pramel15	PRAMEF5
Pramel15	PRAMEF33
Pramel15	PRAMEF27
Pramel13	PRAMEF15
Pramel13	PRAMEF2
Pramel13	PRAMEF9
Pramel13	PRAMEF26
Pramel13	PRAMEF17
Pramel13	PRAMEF19
Pramel13	PRAMEF6
Pramel13	PRAMEF20
Pramel13	PRAMEF18
Pramel13	PRAMEF10
Pramel13	PRAMEF8
Pramel13	PRAMEF1
Pramel13	PRAMEF12
Pramel13	PRAMEF25
Pramel13	PRAMEF14
Pramel13	PRAMEF4
Pramel13	PRAMEF11
Pramel13	PRAMEF7
Pramel13	PRAMEF13
Pramel13	PRAMEF5
Pramel13	PRAMEF33
Pramel13	PRAMEF27
4933402D24Rik	
Pex6	PEX6
1700012P22Rik	C1orf158
Syt2	SYT2
Aadacl3	AADACL3
Aadacl4fm1	AADACL4
Cd79a	CD79A
Spatc1l	SPATC1L
Aadacl4fm2	
Aadacl4	AADACL4
Epn1	EPN1
Ftcd	FTCD
Aadacl4fm4	AADACL4
Klf7	KLF7
Gpatch8	GPATCH8
AAdacl4fm3	AADACL4
Gnmt	GNMT
Aadacl4fm5	AADACL4
Spout1	SPOUT1
Dhrs3	DHRS3
Pnpla1	PNPLA1
Vwa3b	VWA3B
Cct6b	CCT6B
Col6a2	COL6A2
Bnip5	BNIP5
Sort1	SORT1
Cnpy3	CNPY3
Vps13d	VPS13D
Pde8a	PDE8A
TUSC3	TUSC3
Abcc12	ABCC12
Zfp830	ZNF830
Gm11627	
Ptcra	PTCRA
2310039H08Rik	C6orf226
Pxt1	PXT1
Fzd2	FZD2
Cnga3	CNGA3
Ctc1	CTC1
Rpl7l1	RPL7L1
Bicral	BICRAL
Duoxa2	DUOXA2
Ppp1r12b	PPP1R12B
Tsku	TSKU
Oprl1	OPRL1
Col6a1	COL6A1
Rfpl4	RFPL4A
Rfpl4	RFPL4AL1
Fxyd4	FXYD4
Igdcc3	IGDCC3
Tbcc	TBCC
Prph2	PRPH2
Rasl2-9	RAN
Vmn1r55	
Kctd20	KCTD20
1110004F10Rik	C11orf58
2210016L21Rik	C12orf43
Mybphl	MYBPHL
Mecom	MECOM
Hnf1a	HNF1A
Vmn1r56	
Duoxa1	DUOXA1
Rps17	
Pcbp3	PCBP3
Rasgef1a	RASGEF1A
Ube2t	UBE2T
Bbs9	BBS9
Tnfrsf1b	TNFRSF1B
Vmn1r57	
Gucy2d	
Lgr6	LGR6
Duox1	DUOX1
Slc4a2	SLC4A2
Tnfrsf8	TNFRSF8
Lrrc32	LRRC32
Csgalnact2	CSGALNACT2
Capns1	CAPNS1
Slc19a1	SLC19A1
Agbl3	AGBL3
Zfp990	ZNF34
Etl4	KIAA1217
Zfp268	
Zfp980	ZNF34
Creb1	CREB1
Zfp986	ZNF34
Zfp987	ZNF34
Col18a1	COL18A1
Nlrp2	PYDC2
Zfp600	
Ubr2	UBR2
Ccdc57	CCDC57
Lonp2	LONP2
Zfp992	ZNF34
Tbcb	TBCB
Zfp981	ZNF34
Gm5065	LGALSL
Vmn1r58	
Meioc	MEIOC
Zfp993	ZNF34
Vmn1r59	
Gm21411	ZNF34
Cpeb1	
Cpeb1	CPEB1
Zfp989	ZNF34
Rex2	ZNF34
Slc16a3	SLC16A3
Zfp991	ZNF34
Tmem140	TMEM140
Ret	RET
Actrt3	ACTRT3
Zfp988	ZNF34
Psrc1	PSRC1
Zfp978	ZNF34
Aurkb	AURKB
Zfp982	
Zfp985	ZNF34
Polr2i	POLR2I
Zfp979	ZNF34
Parp16	PARP16
Mettl21a	METTL21A
Siah1a	SIAH1
Borcs6	BORCS6
Ccdc43	CCDC43
Macf1	MACF1
N4bp1	N4BP1
Tapt1	TAPT1
Ptpn7	PTPN7
Vmn2r28	
Cilp	CILP
Mynn	MYNN
Fgfr1	FGFR1
Ovol3	OVOL3
Vmn1r60	
Tmem107	TMEM107
Vmn1r61	
Vmn1r62	
Vmn1r63	
Ccnyl1	TIMM23B-AGAP6
Bmper	BMPER
Vmn1r64	
Vmn1r65	
Tulp2	TULP2
Sppl3	SPPL3
Cyren	CYREN
Vamp2	VAMP2
4933434E20Rik	C1orf43
Arl8a	ARL8A
Pik3r4	PIK3R4
Bms1	BMS1
P4ha2	P4HA2
Gm10401	
Fzd5	FZD5
Acads	ACADS
Gpr37l1	GPR37L1
Pou2f1	POU2F1
Pofut2	POFUT2
Unc119b	UNC119B
Wdr91	WDR91
Mlec	MLEC
Stk38	STK38
Ldb2	LDB2
Adarb1	ADARB1
Zfp248	ZNF248
Lrrc34	LRRC34
Gm53012	C1orf43
Zfp9	ZNF25
1700094D03Rik	C1orf189
Clpx	CLPX
Stra8	STRA8
Shf	SHF
Lrriq4	LRRIQ4
Fastk	FASTK
Nlrp4c	NLRP4
Lrrc31	LRRC31
Slc23a4	
Npsr1	NPSR1
Celsr2	CELSR2
Csf2	CSF2
Ankrd26	ANKRD62
Kyat1	KYAT1
Kyat1	
Csnk1d	CSNK1D
Pdcd7	PDCD7
Emsy	EMSY
Srsf3	SRSF3
Ubap1l	UBAP1L
Nbeal2	NBEAL2
Cnot4	CNOT4
Fam207a	FAM207A
Itgb2	ITGB2
Castor2	CASTOR2
Samd7	SAMD7
Cdkn1a	CDKN1A
Sec62	SEC62
Cabp1	CABP1
Il3	IL3
Rab44	RAB44
Sars	SARS1
Adam11	ADAM11
Pttg1ip	PTTG1IP
Lrrc8a	LRRC8A
Gm28035	LRRC8A
Zfp787	ZNF787
Tmub1	TMUB1
Cpne5	CPNE5
Dlgap4	DLGAP4
Sumo3	SUMO3
Gpr160	GPR160
Pop5	POP5
Wdr62	WDR62
Plekhm3	PLEKHM3
Agap3	AGAP3
Nup205	NUP205
Tpm3	
Gm49325	
Ube2g2	UBE2G2
Letm2	LETM2
Elf3	ELF3
Cd7	CD7
Ppil1	PPIL1
Gjc1	GJC1
Tspear	TSPEAR
BC004004	C6orf89
Sectm1b	SECTM1
Gm19402	KRTAP4-5
Gm19402	KRTAP9-1
Gm19402	KRTAP10-9
Gm19402	KRTAP10-6
Gm19402	KRTAP10-4
Gm19402	KRTAP10-11
Gm9508	KRTAP4-5
Gm9508	KRTAP9-1
Gm9508	KRTAP10-9
Gm9508	KRTAP10-6
Gm9508	KRTAP10-4
Gm9508	KRTAP10-11
Dusp27	STYXL2
Gm10272	KRTAP4-5
Gm10272	KRTAP10-9
Gm10272	KRTAP10-6
Gm10024	KRTAP4-5
Gm10024	KRTAP10-9
Gm10024	KRTAP10-6
Gbx1	GBX1
Gm10142	KRTAP4-5
Gm10142	KRTAP10-9
Gm10142	KRTAP10-6
Krtap12-1	KRTAP4-5
Krtap12-1	KRTAP10-9
Krtap12-1	KRTAP10-6
Nsd3	NSD3
Asb10	ASB10
Gm10100	KRTAP4-5
Gm10100	KRTAP10-9
Gm10100	KRTAP10-6
Gm18596	KRTAP4-5
Gm18596	KRTAP9-1
Gm18596	KRTAP10-9
Gm18596	KRTAP10-6
Gm18596	KRTAP10-4
Gm18596	KRTAP10-11
Gm9736	KRTAP4-5
Gm9736	KRTAP9-1
Gm9736	KRTAP10-9
Gm9736	KRTAP10-6
Gm9736	KRTAP10-4
Gm9736	KRTAP10-11
Akr1cl	
Gm3233	KRTAP4-5
Gm3233	KRTAP9-1
Gm3233	KRTAP10-9
Gm3233	KRTAP10-6
Gm3233	KRTAP10-4
Gm3233	KRTAP10-11
Gm3238	KRTAP4-5
Gm3238	KRTAP9-1
Gm3238	KRTAP10-9
Gm3238	KRTAP10-6
Gm3238	KRTAP10-4
Gm3238	KRTAP10-11
Gm7138	KRTAP4-5
Gm7138	KRTAP9-1
Gm7138	KRTAP10-9
Gm7138	KRTAP10-6
Gm7138	KRTAP10-4
Gm7138	KRTAP10-11
Gm3250	KRTAP4-5
Gm3250	KRTAP9-1
Gm3250	KRTAP10-9
Gm3250	KRTAP10-6
Gm3250	KRTAP10-4
Gm3250	KRTAP10-11
Higd1b	HIGD1B
Gm7137	KRTAP4-5
Gm7137	KRTAP9-1
Gm7137	KRTAP10-9
Gm7137	KRTAP10-6
Gm7137	KRTAP10-4
Gm7137	KRTAP10-11
Qdpr	QDPR
Gm9639	KRTAP4-5
Gm9639	KRTAP9-1
Gm9639	KRTAP10-9
Gm9639	KRTAP10-6
Gm9639	KRTAP10-4
Gm9639	KRTAP10-11
Gm19668	KRTAP4-5
Gm19668	KRTAP9-1
Gm19668	KRTAP10-9
Gm19668	KRTAP10-6
Gm19668	KRTAP10-4
Gm19668	KRTAP10-11
Gm9507	KRTAP4-5
Gm9507	KRTAP9-1
Gm9507	KRTAP10-9
Gm9507	KRTAP10-6
Gm9507	KRTAP10-4
Gm9507	KRTAP10-11
Gm49918	KRTAP4-5
Gm49918	KRTAP9-1
Gm49918	KRTAP10-9
Gm49918	KRTAP10-6
Gm49918	KRTAP10-4
Gm49918	KRTAP10-11
Nup210l	NUP210L
Krtap10-4	KRTAP4-5
Krtap10-4	KRTAP9-1
Krtap10-4	KRTAP10-9
Krtap10-4	KRTAP10-6
Krtap10-4	KRTAP10-4
Krtap10-4	KRTAP10-11
Krtap10-10	KRTAP4-5
Krtap10-10	KRTAP9-1
Krtap10-10	KRTAP10-9
Krtap10-10	KRTAP10-6
Krtap10-10	KRTAP10-4
Krtap10-10	KRTAP10-11
Gm36176	KRTAP4-5
Gm36176	KRTAP9-1
Gm36176	KRTAP10-9
Gm36176	KRTAP10-6
Gm36176	KRTAP10-4
Gm36176	KRTAP10-11
Gm10318	KRTAP4-5
Gm10318	KRTAP9-1
Gm10318	KRTAP10-9
Gm10318	KRTAP10-6
Gm10318	KRTAP10-4
Gm10318	KRTAP10-11
Sectm1a	SECTM1
Gm3285	KRTAP4-5
Gm3285	KRTAP9-1
Gm3285	KRTAP10-9
Gm3285	KRTAP10-6
Gm3285	KRTAP10-4
Gm3285	KRTAP10-11
Lrrc3	LRRC3
1700020L13Rik	
Trpm2	TRPM2
Thap12	
Gpa33	GPA33
Zfp444	ZNF444
1810058I24Rik	STMP1
Cryge	
Tex19.2	TEX19
Slc13a4	SLC13A4
Tex19.1	TEX19
Crygd	
Clrn2	CLRN2
Elapor1	ELAPOR1
Uts2r	
Ogfod3	OGFOD3
Iqca1l	IQCA1L
Rnpep	RNPEP
Fam180a	FAM180A
Myl9	MYL9
Mtpn	MTPN
Clip3	CLIP3
Kbtbd13	KBTBD13
Hexdc	HEXD
Rasl12	RASL12
Plpp5	PLPP5
Slc28a2	SLC28A2
Chrm2	CHRM2
Slc51b	SLC51B
Galp	GALP
Ccdc12	CCDC12
Ptn	PTN
Slc4a4	SLC4A4
Wnt11	WNT11
Dgki	DGKI
Crygc	CRYGC
Mtfmt	MTFMT
Crygb	CRYGB
Cryga	CRYGA
Cfap410	CFAP410
Rps27	
Zscan5b	ZSCAN5B
Zscan5b	ZSCAN5C
Zscan5b	ZSCAN5A
Gm28845	C2orf80
Timm17a	TIMM17A
1700013F07Rik	C1orf194
Epp13	EDDM13
Col6a6	COL6A6
Rab13	
Rab13	RAB13
Tgif2	TGIF2
Per1	PER1
Pfkl	PFKL
Nucb1	NUCB1
Mael	MAEL
Bag4	BAG4
Tmem167b	
Slc28a2b	SLC28A2
Taf13	TAF13
Ifi30	IFI30
Rab3a	RAB3A
Jtb	
Jtb	JTB
Lmod1	LMOD1
Rab5if	RAB5IF
D630023F18Rik	C2orf80
Wdr47	WDR47
Aire	AIRE
Ddhd2	DDHD2
Ckap5	CKAP5
Creb3l2	CREB3L2
Shisa4	SHISA4
Dpy19l1	DPY19L1
Kif1a	KIF1A
Creb3l4	CREB3L4
Akr1d1	AKR1D1
Pi16	PI16
Trim24	TRIM24
Slc39a1	SLC39A1
Ppp1r15a	PPP1R15A
Clcc1	CLCC1
Jund	JUND
Bco1	BCO1
Alkbh6	ALKBH6
Dpy19l2	DPY19L2
Mtch1	MTCH1
Cypt4	
Gan	GAN
Pth1r	PTH1R
Uvrag	UVRAG
Gpsm2	GPSM2
Lsm1	LSM1
Star	STAR
Svopl	SVOPL
Hes7	HES7
Crtc2	CRTC2
Aloxe3	ALOXE3
Spg21	SPG21
Ash2l	ASH2L
Zfp667	ZNF667
Atp6v0a4	ATP6V0A4
Alox12b	ALOX12B
Zfp583	ZNF583
Ankdd1a	ANKDD1A
Gm3854	ZNF582
Dgat2	DGAT2
Aknad1	AKNAD1
Tbx20	TBX20
Cybc1	CYBC1
Tmem213	TMEM213
D630045J12Rik	KIAA1549
Abcf2	ABCF2
Abcf2	ABCF2-H2BE1
Phc3	PHC3
Mogat2	MOGAT2
Syne4	SYNE4
Lap3	LAP3
Fgd2	FGD2
Plekho2	PLEKHO2
Plekho2	
Zc3hav1l	ZC3HAV1L
Zc3hav1	ZC3HAV1
Myl3	MYL3
Eftud2	EFTUD2
Zfp78	ZNF705D
Zfp78	ZNF705B
Zfp78	ZNF705E
Zfp78	ZNF705A
Zfp78	ZNF705G
Zfp78	ZNF763
Zfp78	ZNF440
Zfp78	ZNF439
Zfp78	
Zfp78	ZNF69
Zfp78	ZNF491
Zfp78	ZNF124
Zfp78	ZNF20
Zfp78	ZNF674
Zfp78	KRBOX4
Zfp78	ZNF555
Zfp78	ZNF337
Zfp78	ZNF560
Zfp78	ZNF556
Zfp78	PRDM9
Zfp78	ZNF554
Zfp78	ZNF891
Zfp78	ZNF669
Zfp78	ZNF749
Gm10181	
Prss42	
Chpf2	CHPF2
Herpud2	HERPUD2
Sdhaf1	SDHAF1
E130208F15Rik	
Lrfn3	LRFN3
Tyrobp	TYROBP
Med28	MED28
Kcnu1	KCNU1
Prss44	
Idh1	IDH1
Ttc26	TTC26
Hcst	HCST
Prss43	
Prss45	PRSS45P
Gc	GC
Map6	MAP6
Pim1	PIM1
Prss46	
Npffr2	NPFFR2
Prss50	PRSS50
Prss50	
Fam184b	FAM184B
Agxt	AGXT
Ubn2	UBN2
Zfp28	ZFP28
Gm17657	
Septin7	SEPTIN7
Tmem217	TMEM217
Tbc1d22b	TBC1D22B
Sla2	SLA2
Mab21l4	MAB21L4
Smarcd3	SMARCD3
Crocc2	CROCC2
Plekha4	PLEKHA4
Ipo9	IPO9
Tmie	TMIE
Stxbp3	STXBP3
Rnf8	RNF8
Eepd1	EEPD1
Chn1	CHN1
Fmc1	FMC1
Luc7l2	LUC7L2
Rnf10	RNF10
Gm28043	RNF8
Pif1	PIF1
Cmtr1	CMTR1
Ildr2	ILDR2
Prkci	PRKCI
Smim17	SMIM17
Lig3	LIG3
Gm20715	SMIM17
Olfr1344	
Nfkbid	NFKBID
Klrg2	KLRG2
B3gat1	B3GAT1
Clec2l	CLEC2L
Dennd4b	DENND4B
Olfr1336	
Hipk2	HIPK2
Hsd17b14	HSD17B14
Tada1	TADA1
Rbpms2	RBPMS2
Ccdc167	CCDC167
Olfr1346	
Sned1	SNED1
Olfr5	
Serpinh1	SERPINH1
Als2cl	ALS2CL
Ncapg	NCAPG
Mdga1	MDGA1
Dnmt3l	
Dnmt3l	DNMT3L
Aplp1	APLP1
Coq5	COQ5
Adamts3	ADAMTS3
Pogk	POGK
Fndc7	FNDC7
Icosl	
Icosl	ICOSLG
Tbxas1	TBXAS1
Tfeb	TFEB
Olfr1347	
Kirrel2	KIRREL2
Fam240a	FAM240A
Oaz2	OAZ2
Gm4846	
Gatd3a	GATD3B
Gatd3a	
Gatd3a	GATD3A
Mterf4	MTERF4
Pwp2	PWP2
Pwp2	
Dynll1	
Parp12	PARP12
F2	F2
Prpf38b	PRPF38B
Gm4847	
Tdgf1	TDGF1
Tdgf1	TDGF1P3
Nub1	NUB1
Kdm7a	KDM7A
Pikfyve	PIKFYVE
Olfr1348	
Trappc10	
Trappc10	TRAPPC10
Skil	SKIL
Zfp609	ZNF609
Gdpd5	GDPD5
Bloc1s6	BLOC1S6
Ndufs5	NDUFS5
Lrrc2	LRRC2
Wdr86	WDR86
Akirin1	AKIRIN1
Agpat3	AGPAT3
Slc37a3	
Rhbdl2	RHBDL2
Srsf9	SRSF9
Zfp408	ZNF408
Rtp3	RTP3
Mycbp	MYCBP
Mycbp	
Zfand3	ZFAND3
Glb1l2	GLB1L2
Gatc	
Gatc	GATC
Cldn11	CLDN11
Gatad2b	GATAD2B
Crygn	CRYGN
Sqor	
Sqor	SQOR
Triap1	TRIAP1
Cox18	COX18
Klhl35	KLHL35
Rragc	RRAGC
Mdfi	MDFI
Olfr1349	
Olfr1350	
Bcat2	BCAT2
Cox6a1	COX6A1
Ccdc103	CCDC103
Rab19	RAB19
Phyhd1	PHYHD1
Pou3f1	POU3F1
Mkrn1	MKRN1
Utp11	UTP11
Rheb	RHEB
Pask	PASK
Fam187a	FAM187A
Narf	NARF
Slc7a14	SLC7A14
Fhl3	FHL3
	
Btbd9	BTBD9
Rrp1	RRP1
Sf3a3	SF3A3
Lcorl	LCORL
Fgf21	FGF21
Ltf	LTF
Henmt1	HENMT1
Fut1	FUT1
Zim1	
Fmo9	
Foxk2	FOXK2
Dennd2a	DENND2A
Rps3	
Alox8	ALOX15B
Inpp5b	INPP5B
Pth2r	PTH2R
Cstb	CSTB
Pdxk	PDXK
Glb1l3	GLB1L3
Izumo1	IZUMO1
Fam102b	FAM102B
Slc27a3	SLC27A3
Rasip1	RASIP1
Fam78b	FAM78B
Adck2	ADCK2
Olfr1358	
Gfap	GFAP
Crygf	
Ilvbl	ILVBL
Gm42420	ADCK2
Ndufb2	NDUFB2
Mamstr	MAMSTR
Ppp1r7	
Ccrl2	CCRL2
Msi1	MSI1
Gm28038	
Mtf1	MTF1
Ndrg3	NDRG3
Braf	BRAF
Trip4	TRIP4
Kcnmb2	KCNMB2
Kcnmb2	
Glo1	GLO1
Wdr45b	WDR45B
Fut2	
Slc25a54	
1110065P20Rik	C1orf122
Nav1	NAV1
Sec1	
Nphs1	NPHS1
Mrps33	MRPS33
Yrdc	YRDC
Zmat3	ZMAT3
Tmem178b	TMEM178B
Kif18b	KIF18B
Maneal	MANEAL
Slc25a24	SLC25A24
Epha10	EPHA10
Agk	AGK
Dnah8	DNAH8
Pla2g1b	PLA2G1B
C1ql1	C1QL1
Cdca8	CDCA8
Rab40b	RAB40B
Pik3ca	PIK3CA
Sirt4	SIRT4
Fn3krp	FN3KRP
Dolk	DOLK
Gm1110	
Dennd11	DENND11
Dcakd	DCAKD
Myt1	MYT1
Prkag2	PRKAG2
Gucy2e	GUCY2D
Pclaf	PCLAF
9930104L06Rik	C1orf109
Wee2	WEE2
Acad8	ACAD8
Syde1	SYDE1
Peg3	PEG3
Rspo1	RSPO1
Kcnmb3	KCNMB3
Olfr1357	OR1I1
Vav3	VAV3
Gnl2	GNL2
Ssbp1	SSBP1
Casp14	CASP14
Thyn1	THYN1
Fn3k	FN3K
Csrp1	CSRP1
Dnali1	DNALI1
Vps26b	VPS26B
Ccdc105	CCDC105
Tas2r137	TAS2R3
Snip1	SNIP1
Tas2r108	TAS2R4
Prss37	PRSS37
Slc1a6	SLC1A6
Meaf6	MEAF6
Usp29	USP29
Nmt1	NMT1
Olfr461	OR9A1P
Lrrfip2	LRRFIP2
Phlda3	PHLDA3
Olfr460	OR9A4
Uck2	UCK2
Clec5a	CLEC5A
Ntn5	NTN5
Olfr1356	OR7C2
Cntrob	CNTROB
Olfr1355	
Zc3h12a	ZC3H12A
Olfr1354	OR7A10
Olfr1354	OR7A5
Olfr1354	OR7A17
Olfr8	OR7A10
Olfr8	OR7A5
Olfr8	OR7A17
Grik3	GRIK3
Olfr1353	
Olfr1352	OR7A10
Olfr1352	OR7A5
Olfr1352	OR7A17
Car11	CA11
Olfr1351	
Olfr57	
Inpp4a	INPP4A
2610008E11Rik	
Ints3	INTS3
Tas2r138	TAS2R38
Mgam	MGAM
Csf3r	CSF3R
Vmn2r80	
Plekha7	PLEKHA7
Vmn2r81	
Vmn2r82	
Rffl	RFFL
Vmn2r83	
Plpp2	PLPP2
Mrps15	MRPS15
Galntl5	GALNTL5
Oscp1	OSCP1
Arhgap21	ARHGAP21
Mier2	MIER2
Pxn	PXN
Lsm10	LSM10
Stk40	STK40
Ncapd3	NCAPD3
Zfp639	ZNF639
Mgam2-ps	MGAM2
Plcd3	PLCD3
Moxd2	
Npr1	NPR1
Theg	THEG
Prss58	PRSS58
Eva1b	EVA1B
1700074P13Rik	
Sh3d21	SH3D21
Trappc1	TRAPPC1
1810009J06Rik	
C2cd4c	C2CD4C
Tbcd	TBCD
Shc2	
Gm2663	
Mfn1	MFN1
2210010C04Rik	
Odf3l2	ODF3L2
Madcam1	MADCAM1
Thrap3	THRAP3
Ankrd17	ANKRD17
Tpgs1	TPGS1
Cdc34	CDC34
Cacna1c	CACNA1C
Ilf2	ILF2
Zfp750	ZNF750
Mlh1	MLH1
Gzmm	GZMM
Map7d1	MAP7D1
Kcnab3	KCNAB3
Bsg	BSG
Snapin	SNAPIN
Glp1r	GLP1R
Enkur	ENKUR
Ntng1	NTNG1
Rnf227	RNF227
Dsn1	DSN1
Rad51d	RAD51D
Epm2aip1	EPM2AIP1
Hcn2	HCN2
Csnk1g1	CSNK1G1
Polrmt	POLRMT
Trappc3	TRAPPC3
Pcmtd2	PCMTD2
Fndc8	FNDC8
Col8a2	COL8A2
Acbd4	ACBD4
Adprs	ADPRS
Umodl1	UMODL1
Coa5	COA5
Prmt6	PRMT6
Tekt2	TEKT2
Ano7	ANO7
Gnb4	GNB4
Soga1	SOGA1
Prodh2	PRODH2
Tldc2	TLDC2
Ago3	AGO3
Polr3k	POLR3K
Hexim1	HEXIM1
Thnsl1	THNSL1
B3gntl1	B3GNTL1
Fgf22	FGF22
Galnt11	GALNT11
Rnf126	RNF126
Arhgap33os	
Ago1	AGO1
Tmco1	TMCO1
Amy2a5	
Aurkc	AURKC
Fstl3	FSTL3
Gm14496	
Prss57	PRSS57
Arhgap1	ARHGAP1
Chtop	CHTOP
Aldh9a1	ALDH9A1
Palm	PALM
Dbp	DBP
E130116L18Rik	
Rplp0	RPLP0
Ppib	PPIB
Hexim2	HEXIM2
Trank1	TRANK1
Zfp954	
Nle1	NLE1
Zfp773	
Unc50	UNC50
Ago4	AGO4
Alb	ALB
Amy2a4	
Rps13	RPS13
Amy2a3	
Snx22	SNX22
S100a1	S100A1
Misp	MISP
S100a13	S100A13
Metrnl	METRNL
Dclk3	DCLK3
Afp	AFP
Sphk2	SPHK2
Abcg1	ABCG1
Amy2a2	
Mgst3	MGST3
Ptbp1	
Clspn	CLSPN
Snx1	SNX1
Lrrc52	LRRC52
Tnni1	TNNI1
Ptchd3	PTCHD3
Actl6a	ACTL6A
Zfp418	
Gpr158	GPR158
Afm	AFM
Unc45b	UNC45B
Zfp772	
Ciao2a	CIAO2A
Tff3	TFF3
Arrb1	ARRB1
Tff2	TFF2
Stac	STAC
5730409E04Rik	C1orf216
Psmb2	PSMB2
Nup188	NUP188
Tfap2e	TFAP2E
Tff1	TFF1
Dapk2	DAPK2
Gcn1	GCN1
Tmprss3	TMPRSS3
Amy2a1	
Ncdn	NCDN
S100a14	S100A14
Lad1	LAD1
S100a16	S100A16
Rxrg	RXRG
AU040320	KIAA0319L
S100a2	S100A2
Herc1	HERC1
S100a3	S100A3
Gm42674	S100A3
Amy1	
Chd3	CHD3
Ubash3a	UBASH3A
Lmx1a	LMX1A
Tpbgl	TPBGL
Gm45844	
S100a4	S100A4
S100a5	S100A5
Albfm1	
S100a6	S100A6
Mgat4a	MGAT4A
Myo3a	MYO3A
Vmn2r29	
S100a7a	
S100a8	S100A8
Rab35	RAB35
Rsph1	RSPH1
S100a9	
Fbxl22	FBXL22
Pglyrp4	PGLYRP4
Usp3	USP3
Rpl18	RPL18
Slit2	SLIT2
Gm5849	S100A9
S100a7l2	
Pglyrp3	PGLYRP3
Gad2	GAD2
Lor	
Prr9	PRR9
Lelp1	LELP1
Slc37a1	SLC37A1
Fam83e	FAM83E
Sprr2a1	
Sprr2a2	
Spaca4	SPACA4
Sprr2a3	
Sprr2b	
Fgfr2	FGFR2
Car12	CA12
Zmym4	ZMYM4
Sprr2d	
Apbb1ip	APBB1IP
Sprr2e	
Sprr2f	
Hdlbp	HDLBP
Sprr2h	
Sprr2i	
Sprr2j-ps	
Gm9774	ADRM1
Sprr2k	
Plppr3	PLPPR3
Sprr1b	
Sprr3	SPRR3
Atg13	ATG13
Sprr1a	
Sprr4	SPRR4
2310046K23Rik	
Aph1b	APH1B
Rnpc3	RNPC3
Slfn5	SLFN5
Fmnl1	FMNL1
Aph1c	APH1B
Prtn3	PRTN3
Sfpq	SFPQ
Elane	ELANE
Rab8b	RAB8B
Pde9a	PDE9A
Cfd	CFD
Rps27l	RPS27L
Med16	MED16
Zmym1	ZMYM1
Lactb	LACTB
Arpp21	ARPP21
Harbi1	HARBI1
Zmym6	ZMYM6
Ivl	
Smcp	
2210017I01Rik	
R3hdm4	R3HDM4
Lce6a	
Cracdl	CRACDL
Samhd1	SAMHD1
Lce1a1	
Lce1b	
Lce1a2	
Lce1c	
Lce1d	
Lce1e	LCE5A
Gm26602	
Pbx1	PBX1
Kiss1r	KISS1R
Lce1f	
Tmem35b	TMEM35B
Gm38119	
Lce1g	LCE5A
Dlgap3	DLGAP3
Lce1h	
Cyb5d1	CYB5D1
Lce1i	
Arid3a	ARID3A
Lce1j	
Lce1k	
Rassf6	RASSF6
Kprp	KPRP
Naa38	NAA38
Lce1l	
2310050C09Rik	C1orf68
Lce3a	
Tmem88	TMEM88
Lce3b	
Slfn9	SLFN13
Lce3c	
Lce3d	
Lce3e	
Lce3f	
Crct1	
Smim12	SMIM12
Wdr18	WDR18
Gja4	GJA4
Septin2	SEPTIN2
Lce1m	
Gjb3	GJB3
Tdpoz8	SPOP
Cxcl5	CXCL6
Kdm6b	KDM6B
Grin3b	GRIN3B
Crnn	CRNN
Gjb4	GJB4
Ppbp	PPBP
Gjb5	GJB5
Flg2	FLG2
Bicdl1	BICDL1
Col11a1	COL11A1
Map2	MAP2
CK137956	C1orf94
Tmem259	TMEM259
Csmd2	CSMD2
Efcab15	
Pf4	
Cxcl3	
Spata32	SPATA32
Hmgb4	HMGB4
Pdss1	PDSS1
Cxcl15	
Zscan20	ZSCAN20
Slfn8	SLFN13
Cnn2	CNN2
5730480H06Rik	PACRGL
Tlr12	
Phc2	PHC2
Slfn2	
Slfn2	SLFN12
Abca7	ABCA7
Map3k14	MAP3K14
Cxcl1	
Sh3glb2	SH3GLB2
Flg	FLG
Cxcl2	
Hrnr	HRNR
Kmt2c	KMT2C
Rptn	RPTN
Slfn1	
Slfn1	SLFN12
Tchh	TCHH
Olfm3	OLFM3
Acsl6	
Acsl6	ACSL6
Tchhl1	TCHHL1
A3galt2	A3GALT2
S100a11	S100A11
Zfp362	ZNF362
S100a10	S100A10
Tdpoz2	SPOP
Wdr4	WDR4
Tdpoz1	SPOP
Tdpoz6	SPOP
Gm5773	SPOP
Trim62	TRIM62
Tdpoz4	SPOP
Tdpoz3	SPOP
Tdpoz9-ps1	SPOP
Tdpoz5	SPOP
Azin2	AZIN2
Arhgap45	ARHGAP45
Tdpoz9	SPOP
Tdpoz7	SPOP
Spopfm2	SPOP
Spopfm3	SPOP
Spopfm1	SPOP
Them4	THEM4
Nuf2	NUF2
Rbl1	RBL1
Them5	THEM5
Ak2	AK2
Ndufv3	NDUFV3
