Gene name	Mouse gene name
RDH16	Rdh7
RDH16	Rdh19
RDH16	Rdh16
RDH16	Rdh16f2
RDH16	Rdh16f1
RDH16	Rdh1
RDH16	Rdh9
DNAJC14	
DNAH1	Dnah1
ACVR2A	Acvr2a
KRT12	Krt12
ZPR1	Zpr1
ACTR6	
KRT20	Krt20
MIIP	Miip
KRT23	Krt23
TNFRSF8	Tnfrsf8
ORC4	Orc4
CLIP1	Clip1
CSHL1	Gh
APOA5	Apoa5
PTPN23	Ptpn23
GH1	Gh
APOA4	Apoa4
RBBP4	Rbbp4
APOC3	Apoc3
MBD5	Mbd5
	Gh
APOA1	Apoa1
CD79B	Cd79b
SCAP	Scap
SIK3	Sik3
SCN4A	Scn4a
RGPD5	
PRR29	Prr29
SYNC	Sync
ST8SIA1	St8sia1
ELP6	Elp6
KIAA1522	C77080
ICAM2	Icam2
ZNF140	
S100PBP	S100pbp
LIMS3	Lims1
ERN1	Ern1
CSPG5	Cspg5
	
CLEC2B	
FNDC5	Fndc5
NUAK1	Nuak1
HPCA	Hpca
SHOX2	Shox2
TBC1D15	Tbc1d15
TEX2	Tex2
OR56A3	Olfr681
OR56A3	Olfr679
TMEM54	Tmem54
OR51M1	Olfr631
MALL	Mall
OR51I2	Olfr641
BSCL2	Bscl2
MLF1	Mlf1
CLCC1	Clcc1
UFC1	Ufc1
NPHP1	Nphp1
OR52K2	Olfr552
OR52K1	Olfr552
MAPT	Mapt
OR1S2	Olfr1496
USP21	Usp21
CCDC87	Ccdc87
CCS	Ccs
H1-7	H1f7
ZDHHC17	Zdhhc17
RBM14	Rbm14
PPOX	Ppox
RSRC1	Rsrc1
RBM14-RBM4	Gm21992
RBM14-RBM4	Rbm4
RBM4	Gm21992
RBM4	Rbm4
HOXC5	
SIRT4	Sirt4
RBM4B	Rbm4b
OR2AP1	
OR6C2	
CLEC4A	Clec4a1
B4GALT3	B4galt3
ARHGAP32	Arhgap32
NPHP3	
SLC16A3	Slc16a3
PHLDA1	Phlda1
GLT8D2	Glt8d2
ADAMTS4	Adamts4
LIN7A	Lin7a
FCER1G	Fcer1g
HDAC4	Hdac4
APOA2	Apoa2
C12orf71	1700034J05Rik
DHX30	Dhx30
FIGNL2	Fignl2
MPP2	Mpp2
PXN	Pxn
TOMM40L	Tomm40l
ANO5	Ano5
NR1I3	Nr1i3
CDC25A	Cdc25a
LCLAT1	Lclat1
NOSTRIN	Nostrin
KLRC2	Clec2m
KLRC2	Klrh1
KLRC2	Klri1
KLRC2	Klri2
KLRC2	Klre1
CAMP	Camp
OR52M1	Olfr554
OR5M1	Olfr1023
OR5M1	Olfr1022
ZNF589	
OR51F2	Olfr568
OR51F1	Olfr583
OR51F1	Olfr585
OR51F1	Olfr566
OR1S1	Olfr1496
OR8K3	Olfr1080
OR8K3	Olfr1058
OR8K3	Olfr1065
OR8K3	Olfr1077-ps1
OR8K3	Olfr1079
OR8K3	Olfr1061
OR8K3	Olfr1047
OR8K3	Olfr1082
OR8K3	Olfr1054
OR8K3	Olfr1066
OR8K3	Olfr228
OR8K3	Olfr1087
OR8K3	Olfr1085
OR8K3	Olfr1076
OR8K3	Olfr1090
OR8K3	Olfr1089
OR8K3	Olfr1084
OR8B3	Olfr918
OR8B3	Olfr147
OR8B2	Olfr918
OR8B2	Olfr147
OR10A3	Olfr518
OR10A3	Olfr516
OR10A3	Olfr512
OR10A3	Olfr514
OR10A3	Olfr519
OR10A3	Olfr517
OR10A2	Olfr713
OR10A2	Olfr714
OR5A1	Olfr76
OR51G2	Olfr577
ZNF891	Zfp78
OR51A7	Olfr576
OR52E4	Olfr677
NME6	Nme6
OR5T1	Olfr1093
OR5T1	Olfr1102
OR5T1	Olfr1094
LMBR1L	Lmbr1l
KCNJ11	Kcnj11
OR4C6	Olfr1189
OR4C6	Olfr1230
OR6A2	Olfr2
OR51D1	Olfr557
OR51E1	Olfr558
OR2AG2	Olfr701
OR2AG2	Olfr706
OR10S1	Olfr982
OR10G8	Olfr978
OR10G8	Olfr979
OR10G8	Olfr980
PPY	Ppy
AIP	Aip
WDSUB1	Wdsub1
OR51A4	
PYY	Pyy
DHCR7	Dhcr7
SPINK8	Spink8
NAGS	Nags
FBXW12	Fbxw18
FBXW12	Fbxw15
FBXW12	Fbxw25
FBXW12	Fbxw28
FBXW12	Fbxw19
FBXW12	Fbxw13
FBXW12	Fbxw16
FBXW12	Fbxw20
FBXW12	Fbxw14
FBXW12	Fbxw27
FBXW12	Fbxw26
FBXW12	Fbxw24
FBXW12	Fbxw21
FBXW12	Fbxw22
EHBP1	Ehbp1
TMEM101	Tmem101
RILPL2	Rilpl2
ATRIP	Atrip
LSM12	Lsm12
RPL6	Rpl6
G6PC3	G6pc3
NADSYN1	Nadsyn1
HROB	Hrob
CCNYL1	
ASB16	Asb16
PLEKHA5	Plekha5
PRKAR2A	Prkar2a
SCN7A	Scn7a
TMUB2	Tmub2
UBTF	Ubtf
PLXNA1	Plxna1
KRTAP5-7	
KRTAP5-8	Gm7579
KRTAP5-8	Gm39115
KRTAP5-8	Gm45337
KRTAP5-9	
KRTAP5-10	
KRTAP5-11	
ACTR2	Actr2
PCP4L1	Pcp4l1
CFAP126	Cfap126
RNH1	Rnh1
GJA5	Gja5
GJA8	Gja8
VRK2	Vrk2
GPR89B	Gpr89
PLS1	Pls1
WNK1	Wnk1
LRRC56	Lrrc56
TRPC1	Trpc1
DEAF1	Deaf1
LHX1	Lhx1
PCOLCE2	Pcolce2
SIPA1L2	Sipa1l2
OR8J3	Olfr1045
STON1	Ston1
AATF	Aatf
ERMN	Ermn
ABCC8	Abcc8
GCGR	Gcgr
MFN2	Mfn2
PAQR9	Paqr9
BOLL	Boll
SATB1	Satb1
DNM1L	Dnm1l
MCRIP1	Mcrip1
CERS6	Cers6
PPP1R27	Ppp1r27
UBA5	Uba5
CD8A	Cd8a
ARHGDIA	Arhgdia
ITGB1BP1	Itgb1bp1
TMCO2	Tmco2
ZMPSTE24	Zmpste24
COL9A2	Col9a2
ALYREF	Gm4312
ALYREF	Alyref2
ALYREF	Gm4302
ALYREF	Gm4303
ALYREF	Gm5698
ALYREF	Gm4307
ALYREF	Gm4301
ALYREF	Gm4305
ALYREF	Alyref
ALYREF	4931428L18Rik
IL17RC	Il17rc
ANAPC11	Anapc11
UBE2F	Ube2f
SMAP2	Smap2
ZFP69B	
MPZ	Mpz
	
NPB	Npb
MTFR1L	Mtfr1l
PCYT2	Pcyt2
TBC1D30	Tbc1d30
MTMR14	Mtmr14
NR2C1	Nr2c1
AUNIP	Aunip
PAQR7	Paqr7
STMN1	Stmn1
DGKD	Dgkd
RNF220	Rnf220
NDUFA12	Ndufa12
RNF10	Rnf10
OR5H1	Olfr191
OR5H1	Olfr193
OR5H1	Olfr186
OR5H1	Olfr196
OR5H1	Olfr190
OR5H1	Olfr197
OR5H1	Olfr183
OR5H1	Olfr187
OR5H14	Olfr191
OR5H14	Olfr193
OR5H14	Olfr186
OR5H14	Olfr196
OR5H14	Olfr190
OR5H14	Olfr197
OR5H14	Olfr183
OR5H14	Olfr187
TMEM53	Tmem53
AAMP	Aamp
OR5H15	Olfr191
OR5H15	Olfr193
OR5H15	Olfr186
OR5H15	Olfr196
OR5H15	Olfr190
OR5H15	Olfr197
OR5H15	Olfr183
OR5H15	Olfr187
OR5H6	Olfr191
OR5H6	Olfr193
OR5H6	Olfr186
OR5H6	Olfr196
OR5H6	Olfr190
OR5H6	Olfr197
OR5H6	Olfr183
OR5H6	Olfr187
SIRT7	Sirt7
ARMH1	Armh1
BRPF1	Brpf1
WNT11	Wnt11
KIF2C	Kif2c
MFSD2B	Mfsd2b
MAFG	Mafg
	
THAP12	
SLC25A3	
DYNC1I2	Dync1i2
PYCR1	Pycr1
GVQW3	
LARS2	Lars2
EMSY	Emsy
RPS8	
BEST4	
APAF1	
PLK3	Plk3
LIMD1	Limd1
CCR9	Ccr9
BTBD19	Btbd19
CCR1	Ccr1l1
CCR1	Ccr1
PTCH2	Ptch2
CCR2	Ccr2
CCR5	Ccr5
CCRL2	Ccrl2
EIF2B3	Eif2b3
FAM240A	Fam240a
	Il17rc
ATM	Atm
MYADML2	Myadml2
NOTUM	Notum
LZTFL1	Lztfl1
HECTD3	Hectd3
ACTG1	Actg1
UROD	Urod
MTA3	Mta3
XCR1	Xcr1
CCR3	Ccr3
LTF	Ltf
NOL9	Nol9
	
TAS1R1	Tas1r1
ZBTB48	Zbtb48
CTNND1	Ctnnd1
CTNND1	Gm28635
P4HB	P4hb
IDH1	Idh1
	
LRRC8C	Lrrc8c
EPHA8	Epha8
RTP3	Rtp3
LRRC2	Lrrc2
C1QA	C1qa
C1QC	C1qc
CREBL2	Crebl2
C1QB	C1qb
GPR19	Gpr19
ATP6V0A1	Atp6v0a1
HEATR1	Heatr1
PID1	Pid1
APOLD1	Apold1
SERPINE2	Serpine2
CRELD1	Creld1
DDX47	Ddx47
BABAM2	Babam2
HNF1A	Hnf1a
MT1HL1	Mt1
STX12	Stx12
EIPR1	Eipr1
PPP1R8	Ppp1r8
THEMIS2	Themis2
UNC50	Unc50
MYO3B	Myo3b
RPA2	Rpa2
TUBG1	Tubg1
ATP2A2	Atp2a2
CCR10	Ccr10
CNTNAP1	Cntnap1
MFAP2	Mfap2
EZH1	Ezh1
ATP13A2	Atp13a2
PPARG	Pparg
PYM1	
PMEL	
AMER3	Amer3
SDHB	Sdhb
SPAST	Spast
PADI2	Padi2
RAMP2	Ramp2
PADI1	Padi1
VPS25	Vps25
CDK2	
PADI3	Padi3
TLCD3A	Tlcd3a
GEMIN4	Gemin4
CCN1	Ccn1
GLOD4	Glod4
GLIPR1L1	Glipr1l1
GLIPR1L1	Glipr1l3
HHIPL2	Hhipl2
GLIPR1L2	Glipr1l2
PRKCD	Prkcd
TAF1A	Taf1a
ZAP70	Zap70
GLIPR1	Glipr1
MRM3	Mrm3
TIGD1	
MIA3	Mia3
PKP4	Pkp4
KRR1	Krr1
RFFL	Rffl
OR6C4	
	
LMNTD1	Lmntd1
FNDC8	Fndc8
AIDA	Aida
NLE1	Nle1
HTRA2	Htra2
TKT	Tkt
BROX	Brox
CFAP36	Cfap36
ERBB3	
UNC45B	Unc45b
FAM177B	
DCP1A	Dcp1a
TLR5	Tlr5
ERMAP	Ermap
UGP2	Ugp2
CHDH	Chdh
IL17RB	Il17rb
SLC35G3	Slc35g3
SLFN5	Slfn5
ZNF691	Zfp691
ACTR8	Actr8
TRHDE	Trhde
RAD51D	Rad51d
DISP1	Disp1
SELENOK	Selenok
CACNA1D	Cacna1d
GORAB	Gorab
ABCC9	Abcc9
HSD3B1	Hsd3b2
HSD3B1	Gm10681
HSD3B1	Gm4450
HSD3B1	Hsd3b1
HSD3B1	Hsd3b6
HSD3B1	Hsd3b5
HSD3B1	Hsd3b4
HSD3B1	Hsd3b3
ZNF697	Zfp697
HMGCS2	Hmgcs2
REG4	Reg4
CCDC150	Ccdc150
ADAM30	Adam30
PHGDH	Phgdh
KANSL1	Kansl1
GTF3C3	Gtf3c3
OR6C75	
OR6C76	
PKP2	Pkp2
C2orf66	Gm34066
PGAP1	Pgap1
OR6C6	
OR6C1	
ANP32D	Anp32a
C12orf54	
INSRR	Insrr
OR8S1	Olfr285
OR5BS1P	OR5BS1P
LALBA	Lalba
LRRC47	Lrrc47
NEUROD4	
VPS53	Vps53
OR9K2	
FGD4	Fgd4
IL1R1	Il1r1
TBCE	Tbce
FANCD2	Fancd2
IL1RL2	Il1rl2
DUSP16	Dusp16
IL1RL1	Il1rl1
GPRC5A	Gprc5a
IL18RAP	Il18rap
GPRC5D	Gprc5d
HEBP1	Hebp1
FGF12	Fgf12
SLC9A4	Slc9a4
FAM71C	
	Mrpl30
UMPS	Umps
LIPT1	Lipt1
ANKS1B	
	
OR52I2	Olfr556
MITD1	Mitd1
OR51E2	Olfr78
OR51C1P	Olfr560
OR10G4	Olfr978
OR10G4	Olfr979
OR10G4	Olfr980
DMBX1	Dmbx1
OR10A6	
MEN1	Men1
DENND4B	Dennd4b
MRPL30	Mrpl30
LYG2	Lyg2
ITGB5	Itgb5
LYG1	Lyg1
CRTC2	Crtc2
TXNDC9	Txndc9
LDHAL6A	
MUC13	Muc13
TSG101	Tsg101
CREB3L4	Creb3l4
FLNB	Flnb
C2orf69	1700066M21Rik
TYW5	Tyw5
UEVLD	Uevld
JTB	Jtb
MAIP1	Maip1
FTCDNL1	
	Rab13
ARL6IP4	Arl6ip4
DTNB	
RAB13	Rab13
ARL16	Arl16
SPTY2D1OS	
RNF157	Rnf157
RPS27	Rps27rt
SPTY2D1	Spty2d1
C1orf52	2410004B18Rik
BCL10	Bcl10
CDON	Cdon
SLC2A1	Slc2a1
UBALD2	Ubald2
KDM6B	Kdm6b
PRKAG1	Prkag1
CEP104	Cep104
KRTAP16-1	Krtap16-1
KRTAP17-1	
KRT33A	Krt33b
KRT33A	Krt33a
KRT33A	Krt31
KRT33B	
KRT31	
CDKN1C	Cdkn1c
KRT37	
ALKBH3	Alkbh3
CDKN1B	Cdkn1b
PRKAR1A	Prkar1a
TFCP2L1	Tfcp2l1
ERP29	Erp29
CLASP1	Clasp1
DFFB	Dffb
NAA25	Naa25
C11orf96	Gm13889
ACCSL	Accsl
	
ACP6	Acp6
ACCS	Accs
KALRN	Kalrn
TRAFD1	Trafd1
C1orf21	1700025G04Rik
ALX4	Alx4
FAM20A	Fam20a
TRIM43B	Trim43b
TRIM43B	Trim43c
TRIM43B	Trim43a
EXT2	Ext2
ZNF436	Zfp46
TRIM43	Trim43b
TRIM43	Trim43c
TRIM43	Trim43a
TCEA3	Tcea3
HECTD4	Hectd4
SF3B1	Sf3b1
ARSG	Arsg
	Jtb
B3GALNT2	B3galnt2
POU1F1	Pou1f1
AMZ2	Amz2
HSPA6	
COQ10B	Coq10b
C1RL	C1rl
FCGR3B	Fcgr4
FAM111A	Fam111a
HSPE1	
ROPN1B	Ropn1
HSPE1-MOB4	Mob4
SPTBN2	Sptbn2
MOB4	Mob4
TMEM94	Tmem94
FCGR2B	Fcgr2b
FCGR2B	Fcgr3
POLQ	Polq
CACNA1C	Cacna1c
ARGFX	
FBXO40	Fbxo40
CCDC173	Ccdc173
RPL27A	
FCGR2A	Fcgr2b
FCGR2A	Fcgr3
PHOSPHO2	Phospho2
THUMPD3	Thumpd3
KLHL23	Klhl23
MMP3	Mmp3
PROK1	Prok1
SSB	Ssb
SETD5	Setd5
MMP12	Mmp12
KCNA10	Kcna10
KCNA3	Kcna3
MMP13	Mmp13
CASKIN2	Caskin2
KCNA2	Kcna2
CFAP73	Cfap73
METTL5	Mettl5
C2CD5	C2cd5
ZBTB18	Zbtb18
RUSC1	Rusc1
DCUN1D5	Dcun1d5
TSEN54	Tsen54
HSPD1	Hspd1
LLGL2	Llgl2
DYNC2H1	Dync2h1
LHFPL4	Lhfpl4
RASSF1	Rassf1
MSTO1	Msto1
UBR3	Ubr3
FGF6	Fgf6
DDIT3	Ddit3
ANAPC7	Anapc7
FDPS	Fdps
MCF2L2	
RPAIN	Rpain
GCG	Gcg
FAP	Fap
GPSM2	Gpsm2
NINJ2	Ninj2
RHOT1	Rhot1
TMEM132C	Tmem132c
OR10P1	
OR6C74	
IFRD2	Ifrd2
OR6C65	
ATG101	Atg101
PTDSS2	Ptdss2
CLEC12B	Clec12b
OR6C3	
OR10AD1	Gm44579
OR10AD1	Olfr288
OR10AD1	Olfr287
OR10AD1	Olfr286
TAS2R20	Tas2r120
TAS2R20	Tas2r136
NFE2L2	Nfe2l2
TAFA2	Tafa2
HRAS	Hras
MBNL1	Mbnl1
APIP	Apip
AGAP2	Agap2
DYNLT4	Dynlt4
KCNK2	Kcnk2
PDHX	Pdhx
TTC30B	Ttc30b
TTC30B	Ttc30a2
TTC30B	Ttc30a1
TTC30A	Ttc30b
TTC30A	Ttc30a2
TTC30A	Ttc30a1
MDM2	Mdm2
DPP4	Dpp4
SYT13	Syt13
C1orf43	Gm53012
C1orf43	4933434E20Rik
PIDD1	Pidd1
TEX44	Tex44
RETNLB	Retnla
RETNLB	Retnlg
RETNLB	Retnlb
DDX1	Ddx1
OR5K2	Olfr173
OR5K2	Olfr172
SLC22A14	Slc22a14
NRDC	Nrd1
STAT5A	Stat5a
OPCML	Opcml
HTR3E	
TRIM66	Trim66
ZPLD1	Zpld1
BACE1	Bace1
OR5H2	Olfr191
OR5H2	Olfr193
OR5H2	Olfr186
OR5H2	Olfr196
OR5H2	Olfr190
OR5H2	Olfr197
OR5H2	Olfr183
OR5H2	Olfr187
MKRN2OS	Mkrn2os
TNK2	Tnk2
KCTD11	Kctd11
HOXB3	Hoxb3
SMG8	Smg8
MYO19	Myo19
RO60	Ro60
TMDD1	
	Kmt2d
KMT2D	Kmt2d
NCL	Ncl
RSF1	Rsf1
TADA3	Tada3
CASQ2	Casq2
MS4A6A	Ms4a6b
MS4A6A	Ms4a6c
MS4A6A	Ms4a6d
SYT6	Syt6
SHISA5	Shisa5
MTRNR2L1	
SMIM5	Smim5
ZNF384	Zfp384
RNF227	Rnf227
HOXB2	Hoxb2
TSACC	Tsacc
HOXB5	Hoxb5
HNRNPA3	Hnrnpa3
PIP4K2B	Pip4k2b
GRAMD1B	Gramd1b
CFAP57	Cfap57
OR4D2	Olfr463
OR4D2	Olfr462
SEPTIN9	Septin9
GADL1	Gadl1
FRG2C	Frg2f1
EBNA1BP2	Ebna1bp2
SLC6A12	Slc6a12
ITPR1	Itpr1
UBIAD1	Ubiad1
WARS2	Wars2
COPS9	
PACC1	Pacc1
OTOS	Otos
MXRA8	Mxra8
NDUFA10	Ndufa10
DMRTB1	Dmrtb1
ANO2	Ano2
FAM76A	Fam76a
ADAMTS15	Adamts15
OVCH2	Ovch2
GLRX2	
TMEM80	Tmem80
ARHGEF11	Arhgef11
KRT8	Krt8
BIRC2	Birc2
OR10A5	Olfr713
OR10A5	Olfr714
OR4D5	Olfr984
OR5D18	Olfr1161
OR5D18	Olfr74
OR5D18	Olfr73
OR8K1	Olfr1046
OR8I2	Olfr1104
OR2D3	Olfr716
OR4X2	Olfr1269
OR4X2	Olfr1265
OR4X2	Olfr1267-ps1
OR4X2	Olfr1506
OR4X2	Olfr1274
OR4X2	Olfr1565
OR5AR1	Olfr1019
OR52W1	Olfr692
OR4A16	Olfr1247
OR4A16	Olfr1243
OR4A16	Olfr1241
OR4A16	Olfr1240
OR4A16	Olfr1242
OR4A16	Olfr1252
OR4A16	Olfr1245
OR4A16	Olfr1250
OR4A16	Olfr1248
OR4A16	Olfr1254
OR5AK2	Olfr993
OR5AK2	Olfr995
OR5AK2	Olfr994
OR6Q1	
OR4A47	Olfr1256
OR52I1	Olfr556
HTR3A	Htr3a
PHETA1	Pheta1
USP33	Usp33
SMUG1	
CHMP6	Chmp6
C11orf53	1810046K07Rik
OR8G5	Olfr935
OR8G5	Olfr936
OR8G5	Olfr146
PGA4	
PRKRA	Prkra
AATK	Aatk
SLCO1A2	Slco1a5
SLCO1A2	Slco1a4
SLCO1A2	Gm6614
SLCO1A2	Slco1a1
SLCO1A2	Slco1a6
SLCO1A2	Gm5724
OR9Q2	Olfr1497
OR5AS1	Olfr1111
OR2AG1	Olfr697
OR2AG1	Olfr695
OR2AG1	Olfr699
OR2AG1	Olfr700
OR2AG1	Olfr698
OR2AG1	Olfr703
OR2AG1	Olfr694
OR2AG1	Olfr704
OR2AG1	Olfr693
OR2AG1	Olfr705
OR52N4	
CHEK1	Chek1
ADAM15	Adam15
PVALEF	
TEPSIN	Tepsin
PJVK	Pjvk
PLEKHG7	
GALK1	Galk1
FKBP7	Fkbp7
MDM1	Mdm1
PLEKHA3	Plekha3
TIMM22	Timm22
OR8G1	
FUT4	Fut4
OR4C15	Olfr1212
OR4C15	Olfr1217
OR4C15	Olfr1216
OR4C15	Olfr1220
OR4C15	Olfr1222
OR4C15	Olfr1232
OR4C15	Olfr1214
OR4C15	Olfr1223
OR4C15	Olfr1213
OR4C15	Olfr1221
OR4C15	Olfr1215
OR4C15	Olfr1219
OR4C15	Olfr1225
OR4C15	Olfr1211
OR4C15	Olfr1224-ps1
OR4C15	Olfr1226
OR4C15	Olfr1218
OR4C15	Olfr1229
OR4C15	Olfr1228
BHLHA9	Bhlha9
TRARG1	Trarg1
OR51T1	Olfr574
OR2D2	Olfr715b
OR2D2	Olfr715
SNRPG	Snrpg
OR5P2	Olfr486
OR5P2	Olfr469
OR5P2	Olfr502
OR5P2	Olfr507
OR5P2	Olfr495
OR5P2	Olfr487
OR5P2	Olfr483
OR5P2	Olfr470
OR5P2	Olfr484
OR5P2	Olfr492
OR5P2	Olfr485
OR5P2	Olfr490
OR5P2	Olfr498
OR5P2	Olfr497
OR5P2	Olfr494
OR5P2	Olfr478
OR5P2	Olfr488
OR5P2	Olfr493
OR5P2	Olfr482
OR5P2	Olfr506
OR5P2	Olfr510
OR8D2	Olfr926
OR8D2	Olfr924
OR52B2	Olfr691
OR5M10	Olfr1023
OR5M10	Olfr1022
OR51S1	Olfr571
YWHAE	Ywhae
OR6T1	
OR6X1	Olfr986
OR8B12	Olfr875
OR8B12	Olfr876
OR8B12	Olfr874
OR8B4	Olfr878
OR5M11	Olfr1029
OR5M11	Olfr1028
OR5M8	Olfr1031
OR6M1	
IRAG1	Irag1
FAM136A	Fam136a
MGAT4C	Mgat4c
ABR	Abr
PSMD1	Psmd1
PITPNM2	Pitpnm2
FZD10	Fzd10
TMEM52B	Tmem52b
CCDC91	Ccdc91
OR4C11	Olfr1206
OR4C11	Olfr1205
OR4C11	Olfr1201
OR9I1	Olfr1502
OR9I1	Olfr1499
OR9I1	Olfr1505
TBX10	
OR56A1	
OR5B21	Olfr1444
OR10AG1	Olfr1118
OR10AG1	Olfr1116
OR10AG1	Olfr1122
OR10AG1	Olfr1123
OR10AG1	Olfr1117-ps1
OR51I1	Olfr640
OR51B2	
OR4C5	Olfr1260
OR52H1	Olfr648
OR5T2	Olfr1101
OR5T2	Olfr141
OR5T2	Olfr1095
	Xndc1
EPHB1	Ephb1
CCDC73	Ccdc73
PUM1	Pum1
DEPDC4	
HOATZ	Hoatz
C17orf67	Gm525
PLEKHG6	Plekhg6
OR5AP2	Olfr1020
OR4D6	Olfr1428
MAP4	Map4
RIC8A	Ric8a
DGKE	Dgke
TRIM25	Trim25
PCNX3	Pcnx3
DTX1	Dtx1
SLC41A2	Slc41a2
LPP	Lpp
WDR45B	Wdr45b
DPAGT1	Dpagt1
BBS5	Bbs5
ATF7IP	Atf7ip
EFCC1	Efcc1
	
KLHL41	Klhl41
MGLL	Mgll
RAB40B	Rab40b
FASTKD1	Fastkd1
TNFRSF25	Tnfrsf25
FN3KRP	Fn3krp
PPIG	Ppig
ARPP21	Arpp21
IRAG2	Lrmp
CLPB	Clpb
FN3K	Fn3k
TBCD	Tbcd
TAF1B	Taf1b
SEMA6C	Sema6c
PWP1	Pwp1
CHRM4	Chrm4
GRHL1	Grhl1
ARHGAP20	Arhgap20
PRDM4	Prdm4
ASCL4	Ascl4
TMEM132B	Tmem132b
MRPS21	Mrps21
KLF11	Klf11
SLC5A9	Slc5a9
DCDC1	
CYS1	Cys1
RRM2	Rrm2
PCBP2	
DCAF1	Dcaf1
SMTNL1	Smtnl1
CPNE4	Cpne4
NTM	Ntm
RCOR3	Rcor3
HPCAL1	Hpcal1
ODC1	Odc1
NFRKB	Nfrkb
C1orf194	1700013F07Rik
RUNX3	Runx3
BOC	Boc
ZCCHC17	Zcchc17
SPEG	Speg
MAP3K12	
ZBTB38	Zbtb38
GDPD4	Gdpd4
TARBP2	
POGK	Pogk
BSDC1	Bsdc1
AMBRA1	Ambra1
TSC22D2	Tsc22d2
	
ASIC4	Asic4
TOP2B	Top2b
CHPF	Chpf
OBSL1	Obsl1
KLHDC8A	Klhdc8a
TBCEL	Tbcel
NPFF	
ATF7-NPFF	
ATF7	
NEXN	Nexn
INHA	Inha
STK11IP	Stk11ip
DKK3	Dkk3
ZNF750	Zfp750
B3GNTL1	B3gntl1
PAQR6	Paqr6
ATP5MC2	
WDR49	Wdr49
SLC4A3	Slc4a3
XRRA1	Xrra1
METRNL	Metrnl
RAD54L2	Rad54l2
PTGES3L	Ptges3l
RGL1	Rgl1
PDK2	Pdk2
TASOR	Tasor
SDC1	Sdc1
FCN3	
RHOB	Rhob
FUBP1	Fubp1
OLA1	Ola1
SAMD14	Samd14
TPH1	Tph1
GRK7	
SLC6A6	Slc6a6
PPP1R9B	Ppp1r9b
SLC25A45	Slc25a45
HAO2	Hao2
COL1A1	Col1a1
SP9	Sp9
CIR1	Cir1
OSTN	Ostn
EPS8L3	Eps8l3
DNAJC4	Dnajc4
SCRN3	Scrn3
ANKRD28	Ankrd28
GRM5	Grm5
UTS2	Uts2
PATJ	Patj
EFHD1	Efhd1
ATG13	Atg13
TMEM92	Tmem92
PARP9	Parp9
GIGYF2	Gigyf2
XYLT2	Xylt2
MRPL27	Mrpl27
ZDHHC23	Zdhhc23
EME1	Eme1
TTC21A	Ttc21a
LRRC59	Lrrc59
SGCA	Sgca
MICAL2	Mical2
MOBP	Mobp
PTBP2	Ptbp2
EFCAB3	Efcab3
CLASP2	Clasp2
METTL2A	Mettl2
ITGB3BP	Itgb3bp
MRC2	Mrc2
MMP26	
BCL9L	Bcl9l
TRIM63	Trim63
MS4A6E	Ms4a6b
MS4A6E	Ms4a6c
MS4A6E	Ms4a6d
KCNC4	Kcnc4
TRIM49B	
FLRT1	Flrt1
ATP2B4	Atp2b4
TMEM218	Tmem218
TLK2	Tlk2
MEAF6	Meaf6
SOX6	Sox6
KCNJ13	Kcnj13
PRAMEF12	Pramel22
PRAMEF12	Pramel26
PRAMEF12	Gm12790
PRAMEF12	Gm6205
PRAMEF12	Gm3183
PRAMEF12	C130073F10Rik
PRAMEF12	Pramel14
PRAMEF12	AA792892
PRAMEF12	Pramel38
PRAMEF12	
PRAMEF12	Gm13040
PRAMEF12	Oog2
PRAMEF12	
PRAMEF12	Pramel49
PRAMEF12	Pramel30
PRAMEF12	Gm13057
PRAMEF12	
PRAMEF12	Pramel11
PRAMEF12	Pramel51
PRAMEF12	
PRAMEF12	Gm13043
PRAMEF12	Pramel50
PRAMEF12	
PRAMEF12	Pramel5
PRAMEF12	Gm2042
PRAMEF12	
PRAMEF12	Pramel19
PRAMEF12	Pramel31
PRAMEF12	
PRAMEF12	Oog4
PRAMEF12	Gm7982
PRAMEF12	Pramel47
PRAMEF12	
PRAMEF12	Pramel41
PRAMEF12	
PRAMEF12	Pramel24
PRAMEF12	Pramel25
PRAMEF12	
PRAMEF12	Pramel35
PRAMEF12	Gm6367
PRAMEF12	Pramel32
PRAMEF12	
PRAMEF12	Gm13102
PRAMEF12	Gm16513
PRAMEF12	
PRAMEF12	
PRAMEF12	Pramel37
PRAMEF12	Oog3
PRAMEF12	Pramel17
PRAMEF12	Pramel48
PRAMEF12	
PRAMEF12	Pramel44
PRAMEF12	Pramel39
PRAMEF12	Pramel28
PRAMEF12	
PRAMEF12	Pramel29
PRAMEF12	Pramel4
PRAMEF12	Pramel36
PRAMEF12	Pramel15
PRAMEF12	Pramel45
PRAMEF12	
PRAMEF12	Pramel13
PRAMEF12	Pramel7
PRAMEF12	
PRAMEF12	Pramel43
PRAMEF12	Pramel42
PRAMEF12	Pramel23
PRAMEF12	Gm16367
PRAMEF12	Gm3286
PRAMEF12	
PRAMEF12	Pramel34
PRAMEF12	Gm6351
PRAMEF12	E330014E10Rik
PRAMEF12	
PRAMEF12	Pramel27
PRAMEF12	Pramel6
PRAMEF12	Gm12789
PRAMEF12	
PRAMEF12	Pramel1
PRAMEF12	
PRAMEF12	Pramel40
PRAMEF12	Pramel18
PRAMEF12	Pramel20
PRAMEF12	
PRAMEF12	
PRAMEF12	Pramel33
